Tabela_ID;Titulo_Tabela;Categoria;Brasil;Norte;Nordeste;Sudeste;Sul;Centro-Oeste
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;3.6;7.9;5.3;6.7;12.1;10.9
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não estudantes;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;0.9;0.7;0.3;0.5;0.5
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.9;2.3;1.6;1.5;2.5;3.6
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Homens;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;1;0.7;0.3;0.5;0.5
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.9;2;1.5;1.7;2.5;3.4
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Estudantes;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.5;1.8;1.2;0.7;1.1;1
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.2;2.2;1.9;2.6;3.9;4.1
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Rede pública;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.7;2.1;1.4;1;1.5;1.3
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.2;2.1;1.7;2.6;3.8;4
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Rede privada;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.4;1.1;0.9;0.6;0.7;0.8
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;4.5;11.3;6.6;8.2;15.2;14.1
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não estudantes;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;1;0.7;0.3;0.5;0.5
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1;2.4;1.6;1.8;2.8;4.1
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Mulheres;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;0.9;0.7;0.3;0.6;0.5
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.9;2.1;1.7;1.5;2.6;3.3
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Estudantes;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.4;1.6;1.1;0.6;0.8;0.9
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.4;2.7;2.4;3;4.2;4.7
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Rede pública;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.6;2;1.3;0.8;1.1;1.3
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.4;2.5;2.2;2.9;4;4.6
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Rede privada;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;0.9;0.7;0.4;0.5;0.5
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;5.1;10.8;7.8;9.7;17.5;15.6
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não estudantes;0;0;0;0;0;0
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;0.9;0.7;0.3;0.6;0.5
1.3.8.2;"Tabela 1.3.8.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de estudante; a rede de ensino que frequentavam e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1;2.4;1.8;1.6;2.8;3.8
;;;;;;;;
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Total;0;0;0;0;0;0
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;0.9;0.7;0.3;0.5;0.5
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.8;2;1.5;1.4;2.3;3.1
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Economicamente ativas;0;0;0;0;0;0
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;0.9;0.6;0.2;0.4;0.4
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.4;3;2.3;2.5;3.9;5.4
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não economicamente ativas;0;0;0;0;0;0
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.4;1.3;0.9;0.6;0.8;0.8
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.7;1.7;1.2;1.2;1.8;2.4
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Homens;0;0;0;0;0;0
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;1;0.7;0.3;0.5;0.5
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.9;2;1.5;1.7;2.5;3.4
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Economicamente ativos;0;0;0;0;0;0
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;1;0.7;0.3;0.4;0.4
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.3;2.9;2.1;2.6;3.9;5.5
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não economicamente ativos;0;0;0;0;0;0
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.5;1.8;1.2;0.8;1.1;1.2
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.8;1.8;1.3;1.5;2.2;2.9
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Mulheres;0;0;0;0;0;0
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;0.9;0.7;0.3;0.6;0.5
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.9;2.1;1.7;1.5;2.6;3.3
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Economicamente ativas;0;0;0;0;0;0
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;0.9;0.6;0.2;0.5;0.4
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.9;4.2;3.2;3.3;5.5;6.9
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não economicamente ativas;0;0;0;0;0;0
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.4;1.2;0.9;0.6;0.9;0.8
1.3.9.2;"Tabela 1.3.9.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a condição de atividade na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.8;2;1.5;1.4;2.2;2.8
;;;;;;;;
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Total;0;0;0;0;0;0
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;0.9;0.7;0.3;0.5;0.5
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.8;2;1.5;1.4;2.3;3.1
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Ocupadas;0;0;0;0;0;0
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;1;0.6;0.2;0.4;0.4
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.4;3.1;2.3;2.7;4.1;5.8
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não ocupadas;0;0;0;0;0;0
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;1.2;0.8;0.5;0.7;0.7
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.7;1.8;1.3;1.3;1.9;2.4
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Homens;0;0;0;0;0;0
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.3;1;0.7;0.3;0.5;0.5
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.9;2;1.5;1.7;2.5;3.4
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Ocupados;0;0;0;0;0;0
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;1.1;0.7;0.3;0.4;0.4
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.4;3;2.1;2.8;4.1;5.9
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não ocupados;0;0;0;0;0;0
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.5;1.6;1.1;0.7;1;1
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.8;1.9;1.3;1.5;2.3;2.9
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Mulheres;0;0;0;0;0;0
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;0.9;0.7;0.3;0.6;0.5
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.9;2.1;1.7;1.5;2.6;3.3
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Ocupadas;0;0;0;0;0;0
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.2;1;0.7;0.3;0.5;0.4
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;2;4.4;3.4;3.6;5.8;7.4
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não ocupadas;0;0;0;0;0;0
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.4;1.2;0.8;0.5;0.8;0.7
1.3.10.2;"Tabela 1.3.10.2a - Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;0.8;2;1.5;1.4;2.2;2.8
;;;;;;;;
1.3.11.2;"Tabela 1.3.11.2a - Coeficientes de variação das estimativas de distribuição dos estudantes de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Total;0;0;0;0;0;0
1.3.11.2;"Tabela 1.3.11.2a - Coeficientes de variação das estimativas de distribuição dos estudantes de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.4;1.6;1;0.4;0.7;0.8
1.3.11.2;"Tabela 1.3.11.2a - Coeficientes de variação das estimativas de distribuição dos estudantes de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;1.5;2.6;2.2;3.4;5.3;5.7
1.3.11.2;"Tabela 1.3.11.2a - Coeficientes de variação das estimativas de distribuição dos estudantes de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Ocupadas;0;0;0;0;0;0
1.3.11.2;"Tabela 1.3.11.2a - Coeficientes de variação das estimativas de distribuição dos estudantes de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;0.5;2.2;1.4;0.5;0.5;0.9
1.3.11.2;"Tabela 1.3.11.2a - Coeficientes de variação das estimativas de distribuição dos estudantes de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;3.2;5.5;4.5;7.9;9.2;11.9
1.3.11.2;"Tabela 1.3.11.2a - Coeficientes de variação das estimativas de distribuição dos estudantes de 10 anos ou mais de idade; por Grandes Regiões; segundo o sexo; a situação de ocupação na semana de referência e a posse de telefone móvel celular para uso pessoal - 2015";Não ocupadas;0;0;0;0;0;0
