Tabela_ID;Titulo_Tabela;Categoria;Brasil;Norte;Nordeste;Sudeste;Sul;Centro-Oeste
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;2.6;4.8;3.6;8.5;8.3;12.1
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Mulheres;2.5;4.6;3.3;7.3;7.3;8.4
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Possuíam;3;6.9;3.8;8.3;8.1;9.2
1.3.3.1;"Tabela 1.3.3.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade; por Grandes Regiões; segundo a situação do domicílio; o sexo e a posse de telefone móvel celular para uso pessoal - 2015";Não possuíam;2.8;5.1;4.1;7.7;9;11.2
;;;;;;;;
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Total;0.3;1;0.7;0.3;0.5;0.5
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Sem instrução e menos de 1 ano;1.6;3.3;2.3;3.1;5.3;4.2
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";1 a 3 anos;1.1;2.7;1.9;2.1;2.6;2.7
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";4 a 7 anos;0.6;1.8;1.1;1.1;1.6;1.7
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";8 a 10 anos;0.6;1.7;1.2;1.1;1.5;1.6
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";11 a 14 anos;0.5;1.5;1.2;0.8;1.3;1.4
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";15 anos ou mais;1.5;3.5;3.1;2.4;3;3.7
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Não determinados;6.7;14.8;12.5;14.6;13.4;21.4
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Homens;0.3;1.1;0.8;0.4;0.7;0.7
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Sem instrução e menos de 1 ano;1.8;4;2.7;3.8;6.4;5.4
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";1 a 3 anos;1.4;3.5;2.4;2.8;3.3;3
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";4 a 7 anos;0.8;2.2;1.4;1.3;2;2.1
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";8 a 10 anos;0.8;2.2;1.6;1.3;1.8;2
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";11 a 14 anos;0.7;1.7;1.4;1;1.5;1.8
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";15 anos ou mais;1.8;4.4;3.8;2.8;3.4;4.2
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Não determinados;9;18.2;16.6;20;16.9;31.8
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Mulheres;0.3;1.1;0.8;0.4;0.7;0.7
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Sem instrução e menos de 1 ano;1.8;4.5;2.8;3.5;5.4;4.6
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";1 a 3 anos;1.3;3.4;2.4;2.3;3.4;4.1
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";4 a 7 anos;0.7;2.1;1.4;1.3;1.7;2.1
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";8 a 10 anos;0.8;1.9;1.6;1.3;1.9;2.2
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";11 a 14 anos;0.6;1.6;1.3;0.9;1.5;1.6
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";15 anos ou mais;1.5;3.5;3;2.4;3;3.7
1.3.4.1;"Tabela 1.3.4.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Não determinados;9;19.1;16.2;21.2;18.5;25.3
;;;;;;;;
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Total;0.8;1.9;1.5;1.4;2.3;3.1
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Sem instrução e menos de 1 ano;1.3;3;2;2.6;3.9;4.7
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";1 a 3 anos;1.2;2.7;2;2.3;3.4;4.1
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";4 a 7 anos;1.1;2.4;1.9;1.9;3;3.6
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";8 a 10 anos;1.7;4.3;2.9;3.1;5.1;6.6
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";11 a 14 anos;2;4.7;4;3.1;5.4;7.1
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";15 anos ou mais;4.5;12.8;10.4;6.6;9.8;12.8
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Não determinados;12.8;23.8;19.4;39.2;36.4;45.2
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Homens;0.9;2.1;1.5;1.7;2.5;3.4
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Sem instrução e menos de 1 ano;1.6;3.5;2.3;3.4;6.1;5.1
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";1 a 3 anos;1.5;3.2;2.2;3.1;4.3;5
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";4 a 7 anos;1.3;2.9;2.3;2.5;3.5;4.6
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";8 a 10 anos;2.3;5.5;4.2;3.8;6;8.9
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";11 a 14 anos;2.7;6.2;5.7;4.2;6.6;10.6
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";15 anos ou mais;6.7;16.3;15.6;9.7;14.6;23.9
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Não determinados;16.5;22.3;23.7;100;70.6;99.5
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Mulheres;0.9;2.1;1.7;1.5;2.6;3.3
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Sem instrução e menos de 1 ano;1.5;3.7;2.3;2.9;4.1;5.8
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";1 a 3 anos;1.5;3.2;2.6;2.8;4.1;5.1
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";4 a 7 anos;1.2;2.9;2.2;2.1;3.6;4.4
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";8 a 10 anos;2.1;4.2;3.3;3.9;6.1;7.4
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";11 a 14 anos;2.3;5.4;4.2;3.8;6.3;8.2
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";15 anos ou mais;5.4;17.4;12;8;12.5;15.4
1.3.5.1;"Tabela 1.3.5.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os grupos de anos de estudo - 2015";Não determinados;16.4;31.3;27.2;42.2;42.4;50.7
;;;;;;;;
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Total;0.3;1;0.7;0.3;0.5;0.5
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Sem instrução;1.6;3.3;2.3;3.1;5.3;4.2
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Fundamental incompleto;0.6;1.7;1.1;1;1.5;1.6
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Fundamental completo;0.8;2.2;1.7;1.3;1.9;2.1
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Médio incompleto;0.9;2.4;1.6;1.7;2.3;2.3
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Médio completo;0.6;1.6;1.2;0.9;1.4;1.4
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Superior incompleto;1.2;3;2.8;2;3;3
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Superior completo;1.5;3.5;3.1;2.3;3;3.6
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Não determinado;4.8;10.2;8.9;10.6;9.4;14
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Homens;0.3;1.1;0.8;0.4;0.7;0.7
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Sem instrução;1.8;4;2.7;3.8;6.4;5.4
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Fundamental incompleto;0.7;2;1.3;1.2;1.8;1.9
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Fundamental completo;1.1;3;2.3;1.8;2.3;2.5
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Médio incompleto;1.2;3;2.1;2.2;2.9;3.1
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Médio completo;0.7;1.9;1.5;1.1;1.7;1.9
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Superior incompleto;1.6;3.9;3.6;2.6;3.5;4.1
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Superior completo;1.8;4.4;3.9;2.8;3.5;4.1
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Não determinado;6.4;12.7;11.6;14.2;12.8;20.9
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Mulheres;0.3;1.1;0.8;0.4;0.7;0.7
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Sem instrução;1.8;4.5;2.8;3.5;5.4;4.6
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Fundamental incompleto;0.7;1.9;1.3;1.2;1.6;1.9
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Fundamental completo;1;2.7;2.1;1.7;2.4;3.1
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Médio incompleto;1.2;2.9;2.2;2.1;3;3.1
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Médio completo;0.6;1.8;1.3;1;1.6;1.7
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Superior incompleto;1.5;3.6;3.2;2.4;3.8;3.5
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Superior completo;1.4;3.5;3;2.3;2.9;3.7
1.3.6.1;"Tabela 1.3.6.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e o nível de instrução - 2015";Não determinado;6;13.1;11.4;13.4;12.1;15.9
;;;;;;;;
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Total;0.8;1.9;1.5;1.4;2.3;3.1
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Sem instrução;1.3;3;2;2.6;3.9;4.7
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Fundamental incompleto;0.9;2.1;1.7;1.6;2.6;3.1
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Fundamental completo;2.1;5.8;3.8;3.3;5.5;7.7
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Médio incompleto;2.6;4.5;4;5.4;8.9;8.7
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Médio completo;2.1;4.8;4.2;3.3;5.5;7.5
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Superior incompleto;6.9;14.5;14.1;12;14.4;20.4
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Superior completo;4.4;13.4;9.9;6.4;10.3;13.8
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Não determinado;11.8;22.5;18.8;34.7;30;38.2
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Homens;0.9;2.1;1.5;1.7;2.5;3.4
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Sem instrução;1.6;3.5;2.3;3.4;6.1;5.1
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Fundamental incompleto;1.1;2.3;1.8;2.1;3;3.6
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Fundamental completo;2.7;6.8;5.2;4.4;6.4;11.1
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Médio incompleto;3.6;6.4;6.2;6.9;12.2;12.4
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Médio completo;2.8;6.4;5.7;4.3;6.9;10.9
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Superior incompleto;10.1;22.8;20.6;17;20.9;35.6
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Superior completo;6.8;16.9;16.3;9.6;15.2;24.6
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Não determinado;14.9;21.5;23;73.6;42.3;99.5
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Mulheres;0.9;2.1;1.7;1.5;2.6;3.3
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Sem instrução;1.5;3.7;2.3;2.9;4.1;5.8
1.3.7.1;"Tabela 1.3.7.1a - Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não tinham telefone móvel celular para uso pessoal; por Grandes Regiões; segundo o sexo e os nível de instrução - 2015";Fundamental incompleto;1.1;2.3;2;1.8;3.2;3.6
